Tracker ID,Unit,Plant,Wiki page,Sponsor,Capacity (MW),Status,Region,Country,Subnational unit (province/state),Latitude,Longitude,Parent
G112784,Mae Moh power station Unit 1,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,75,Retired,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106547,Mae Moh power station Unit 10,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,300,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106548,Mae Moh power station Unit 11,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,300,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106549,Mae Moh power station Unit 12,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,300,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106550,Mae Moh power station Unit 13,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,300,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G112785,Mae Moh power station Unit 2,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,75,Retired,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G112786,Mae Moh power station Unit 3,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,75,Retired,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106551,Mae Moh power station Unit 4,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,150,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106552,Mae Moh power station Unit 5,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,150,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106553,Mae Moh power station Unit 6,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,150,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106554,Mae Moh power station Unit 7,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,150,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106555,Mae Moh power station Unit 8,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,300,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106556,Mae Moh power station Unit 9,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,300,Operating,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106557,Mae Moh power station Units 4-7 replacement,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,600,Construction,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G106558,Mae Moh power station Units 8-9 replacement,Mae Moh power station,http://bit.ly/1DVN59u,Electricity Generating Authority of Thailand,450,Announced,SE Asia,Thailand,Lampang,18.296,99.752,EGAT
G103992,Hua Sai Coal Power Plant Project,Hua Sai Coal Power Plant Project,http://bit.ly/ZAgB1F,Electricity Generating Authority of Thailand,800,Cancelled,SE Asia,Thailand,Nakhon Si Thammarat,8.0444501,100.2836172,EGAT
G107748,Panare power station,Panare power station,http://bit.ly/23sTXr1,TBD,1000,Shelved,SE Asia,Thailand,Pattani,6.86,101.491389,TBD
G110037,Tha Tum power station Unit 1,Tha Tum power station,http://bit.ly/1VJ03z3,National Power Supply PCL,164,Operating,SE Asia,Thailand,Prachinburi,13.932457,101.587568,National Power Supply PCL
G110038,Tha Tum power station Unit 2,Tha Tum power station,http://bit.ly/1VJ03z3,National Power Supply PCL,164,Operating,SE Asia,Thailand,Prachinburi,13.932457,101.587568,National Power Supply PCL
G100506,Bang Saphan power staiton Unit 2,Bang Saphan power station,http://bit.ly/1dtkGTT,Sahaviriya Steel Group,250,Cancelled,SE Asia,Thailand,Prachuab Khiri Khan,11.214167,99.511944,Sahaviriya Steel Industries
G100507,Bang Saphan power station Unit 1,Bang Saphan power station,http://bit.ly/1dtkGTT,Sahaviriya Steel Group,250,Cancelled,SE Asia,Thailand,Prachuab Khiri Khan,11.214167,99.511944,Sahaviriya Steel Industries
G110056,Thap Sakae power station Unit 1,Thap Sakae power station,http://bit.ly/1cZkbRG,Electricity Generating Authority of Thailand,800,Cancelled,SE Asia,Thailand,Prachuab Khiri Khan,11.5,99.621667,EGAT
G110057,Thap Sakae power station Unit 2,Thap Sakae power station,http://bit.ly/1cZkbRG,Electricity Generating Authority of Thailand,800,Cancelled,SE Asia,Thailand,Prachuab Khiri Khan,11.5,99.621667,EGAT
G110058,Thap Sakae power station Unit 3,Thap Sakae power station,http://bit.ly/1cZkbRG,Electricity Generating Authority of Thailand,800,Cancelled,SE Asia,Thailand,Prachuab Khiri Khan,11.5,99.621667,EGAT
G110059,Thap Sakae power station Unit 4,Thap Sakae power station,http://bit.ly/1cZkbRG,Electricity Generating Authority of Thailand,800,Cancelled,SE Asia,Thailand,Prachuab Khiri Khan,11.5,99.621667,EGAT
G103014,Gheco One power station Unit 1,Gheco One power station,http://bit.ly/1f9j0Uy,"Glow Group, Hemaraj Land & Development",660,Operating,SE Asia,Thailand,Rayong,12.6746527,101.134665,Global Power Synergy Public Company
G103058,Glow CFB 3 power station,Glow Energy power complex,http://bit.ly/1Sn1EIQ,Glow Group,85,Operating,SE Asia,Thailand,Rayong,12.675773,101.135243,Global Power Synergy Public Company
G103059,Glow SPP 2 & 3 power station Unit 1,Glow Energy power complex,http://bit.ly/1Sn1EIQ,Glow Group,222,Operating,SE Asia,Thailand,Rayong,12.675773,101.135243,Global Power Synergy Public Company
G103060,Glow SPP 2 & 3 power station Unit 2,Glow Energy power complex,http://bit.ly/1Sn1EIQ,Glow Group,222,Operating,SE Asia,Thailand,Rayong,12.675773,101.135243,Global Power Synergy Public Company
G106655,Map Ta Phut BLCP power station Unit 1,Map Ta Phut BLCP power station,http://bit.ly/1TGQaS6,BLCP Ltd,717,Operating,SE Asia,Thailand,Rayong,12.6435,101.160536,"Banpu, EGCO Group"
G106656,Map Ta Phut BLCP power station Unit 2,Map Ta Phut BLCP power station,http://bit.ly/1TGQaS6,BLCP Ltd,717,Operating,SE Asia,Thailand,Rayong,12.6435,101.160536,"Banpu, EGCO Group"
G113104,TPI Coal power station,TPI Coal power station,http://bit.ly/2pQuLxn,TPI Polene Power,150,Construction,SE Asia,Thailand,Saraburi,14.586389,100.997778,TPI Polene
G110078,Thepha power station Unit 1,Thepha power station,http://bit.ly/1ArXBkQ,Electricity Generating Authority of Thailand,1100,Shelved,SE Asia,Thailand,Songkhla,6.828333,100.965,EGAT
G110079,Thepha power station Unit 2,Thepha power station,http://bit.ly/1ArXBkQ,Electricity Generating Authority of Thailand,1100,Shelved,SE Asia,Thailand,Songkhla,6.828333,100.965,EGAT
G110484,Unnamed coal plants 2015-2035,Unnamed coal plants 2015-2035,http://bit.ly/1WgiVCZ,Electricity Generating Authority of Thailand,3000,Announced,SE Asia,Thailand,,13.75,100.483333,EGAT
G100023,Ada Yumurtalık power station Unit 1,Ada Yumurtalık power station,http://bit.ly/1gyEDBm,Suez Guney Enerji,660,Cancelled,non-EU Europe,Turkey,Adana,36.843,35.86,"Engie (90%), Mimag Enerji (10%)"
G100024,Ada Yumurtalık power station Unit 2,Ada Yumurtalık power station,http://bit.ly/1gyEDBm,Suez Guney Enerji,660,Cancelled,non-EU Europe,Turkey,Adana,36.843,35.86,"Engie (90%), Mimag Enerji (10%)"
G100030,Adana Akdeniz power station,Adana Akdeniz power station,http://bit.ly/1IMwuCm,Diler Elektrik Üretim,600,Shelved,non-EU Europe,Turkey,Adana,36.8178,35.86216,Diler Holding
G100031,Adana Ceyhan power station,Adana Ceyhan power station,http://bit.ly/1Nqm4PG,Yalin Enerji Sanayi A.Ş.,800,Cancelled,non-EU Europe,Turkey,Adana,37.0333,35.8167,Yalin Enerji Sanayi A.Ş.
G100389,Astoria Ceyhan power station Unit 1,Astoria Ceyhan power station,http://bit.ly/1DOCKf6,Astoria İç ve Dış Ticaret A.Ş.,660,Shelved,non-EU Europe,Turkey,Adana,36.90659,35.96236,Astoria İç ve Dış Ticaret A.Ş.
G100390,Astoria Ceyhan power station Unit 2,Astoria Ceyhan power station,http://bit.ly/1DOCKf6,Astoria İç ve Dış Ticaret A.Ş.,660,Shelved,non-EU Europe,Turkey,Adana,36.90659,35.96236,Astoria İç ve Dış Ticaret A.Ş.
G106952,Ayas power station,Ayas power station,http://bit.ly/2tEcWkP,Ayas Enerji Üretim Veticaret A.Ş.,625,Permitted,non-EU Europe,Turkey,Adana,36.82211,35.86753,"OYAK, Koç Holding"
G101157,Çalışkan Ceyhan power station Unit 1,Çalışkan Ceyhan power station,http://bit.ly/1PqQzDs,Çalışkan Enerji,660,Shelved,non-EU Europe,Turkey,Adana,36.93815,35.99446,Çalışkan Enerji
G101158,Çalışkan Ceyhan power station Unit 2,Çalışkan Ceyhan power station,http://bit.ly/1PqQzDs,Çalışkan Enerji,660,Shelved,non-EU Europe,Turkey,Adana,36.93815,35.99446,Çalışkan Enerji
G101252,Çelikler Yumurtalık power station Unit 1,Çelikler Yumurtalık power station,http://bit.ly/1yaW5o9,Çelikler Termik Elektrik Üretim,660,Cancelled,non-EU Europe,Turkey,Adana,36.86788,35.90949,Çelikler Holding
G101253,Çelikler Yumurtalık power station Unit 2,Çelikler Yumurtalık power station,http://bit.ly/1yaW5o9,Çelikler Termik Elektrik Üretim,660,Cancelled,non-EU Europe,Turkey,Adana,36.86788,35.90949,Çelikler Holding
G102299,Demirtaş power station,Demirtaş power station,http://bit.ly/1Xhptj9,Beysu Enerji Üretim A.Ş.,119,Cancelled,non-EU Europe,Turkey,Adana,36.780693,35.735779,Beysu Enerji Üretim A.Ş.
G102572,Ece power station,Ece power station,http://bit.ly/1WxkIqs,Çukurova Demtaş Enerji Üretim,600,Shelved,non-EU Europe,Turkey,Adana,36.780693,35.735779,Çukurova Demtaş Enerji Üretim
G102624,EMBA Hunutlu power station Unit 1,EMBA Hunutlu power station,http://bit.ly/1aPvsuO,Emba Elektrik Üretim,660,Permitted,non-EU Europe,Turkey,Adana,36.81609,35.85481,"State Power Investment Corporation, AVIC International Holding Corporation, two Turkish local investors"
G102625,EMBA Hunutlu power station Unit 2,EMBA Hunutlu power station,http://bit.ly/1aPvsuO,Emba Elektrik Üretim,660,Permitted,non-EU Europe,Turkey,Adana,36.81609,35.85481,"State Power Investment Corporation, AVIC International Holding Corporation, two Turkish local investors"
G103083,Gölovası power station,Gölovası power station,http://bit.ly/1msUzD7,Suba Enerji Üretim,660,Shelved,non-EU Europe,Turkey,Adana,36.85356,35.89809,Suba Enerji Üretim
G103559,Hakan Enerji power station,Hakan Enerji power station,http://bit.ly/1nEa79P,Hakan Madencilik ve Elektrik Üretim Sanayi Ticaret,100,Cancelled,non-EU Europe,Turkey,Adana,36.84343,35.886929,Hakan Madencilik ve Elektrik Üretim Sanayi Ticaret
G110357,Hakan Kömür power station,Hakan Kömür power station,http://bit.ly/2L6OqiC,Tunas Enerji Elektrik Üretim A.Ş.,100,Shelved,non-EU Europe,Turkey,Adana,37.0333,35.8167,Tunas Enerji Elektrik Üretim A.Ş.
G103618,Hande power station,Hande power station,http://bit.ly/23R4qHy,Çukurova Demtaş Enerji Üretim,600,Shelved,non-EU Europe,Turkey,Adana,36.780693,35.735779,Çukurova Demtaş Enerji Üretim
G104915,İsken Sugözü power station Unit 1,İsken Sugözü power station,http://bit.ly/1MiY8fV,Iskenderun Enerji,605,Operating,non-EU Europe,Turkey,Adana,36.8350199,35.8791039,"OYAK, Steag"
G104916,İsken Sugözü power station Unit 2,İsken Sugözü power station,http://bit.ly/1MiY8fV,Iskenderun Enerji,605,Operating,non-EU Europe,Turkey,Adana,36.8350199,35.8791039,"OYAK, Steag"
G104928,Iztek Ceyhan Komur power station,Iztek Ceyhan Komur power station,http://bit.ly/1NqmpSI,Izmir Termik Elektrik Üretim ve Ticaret A.Ş.,600,Cancelled,non-EU Europe,Turkey,Adana,37.0333,35.8167,Izmir Termik Elektrik Üretim ve Ticaret A.Ş.
G100032,Kilikya power station Unit 1,Kilikya power station,http://bit.ly/2JslIvy,Atagür Enerji Üretim İnşaat,330,Shelved,non-EU Europe,Turkey,Adana,36.82786,35.87151,Besa Group
G100033,Kilikya power station Unit 2,Kilikya power station,http://bit.ly/2JslIvy,Atagür Enerji Üretim İnşaat,330,Shelved,non-EU Europe,Turkey,Adana,36.82786,35.87151,Besa Group
G112798,Misis Adana power station,Misis Adana power station,http://bit.ly/2hYCuCj,Çınar Enerji,815,Cancelled,non-EU Europe,Turkey,Adana,36.843,35.86,Çınar Enerji
